time,poa_global,poa_direct,poa_diffuse,temp_air,wind_speed
2020-01-03 15:30:00,0.0,0.0,0.0,26.4,0.9
2020-01-03 16:30:00,0.0,0.0,0.0,25.96,0.62
2020-01-03 17:30:00,0.0,0.0,0.0,25.91,0.41
2020-01-03 18:30:00,0.0,0.0,0.0,25.47,0.97
2020-01-03 19:30:00,0.0,0.0,0.0,25.17,0.62
2020-01-03 20:30:00,0.0,0.0,0.0,25.43,0.41
2020-01-03 21:30:00,0.0,0.0,0.0,24.87,0.55
2020-01-03 22:30:00,0.0,0.0,0.0,24.58,0.62
2020-01-03 23:30:00,0.0,0.0,0.0,24.19,0.69
2020-01-04 00:30:00,0.0,0.0,0.0,23.98,1.03
2020-01-04 01:30:00,14.77,0.0,0.54,23.85,1.17
2020-01-04 02:30:00,326.63,222.73,228.73999999999998,23.8,0.83
2020-01-04 03:30:00,592.26,450.67,463.31,26.37,0.41
2020-01-04 04:30:00,791.57,634.95,653.3000000000001,28.31,0.14
2020-01-04 05:30:00,799.61,625.46,645.0,29.81,0.28
2020-01-04 06:30:00,825.81,632.2,652.83,30.86,0.55
2020-01-04 07:30:00,793.57,601.58,621.44,31.54,1.03
2020-01-04 08:30:00,773.29,590.98,609.9200000000001,31.87,1.45
2020-01-04 09:30:00,601.42,442.2,456.43,31.83,1.86
2020-01-04 10:30:00,438.43,313.32,322.92,31.25,2.14
2020-01-04 11:30:00,209.74,134.23,138.31,30.39,2.21
2020-01-04 12:30:00,83.98,68.21,68.86999999999999,29.05,1.86
2020-01-04 13:30:00,0.0,0.0,0.0,27.9,1.38
2020-01-04 14:30:00,0.0,0.0,0.0,27.15,0.97
2020-01-04 15:30:00,0.0,0.0,0.0,26.59,0.9
2020-01-04 16:30:00,0.0,0.0,0.0,25.74,0.48
2020-01-04 17:30:00,0.0,0.0,0.0,25.55,0.69
2020-01-04 18:30:00,0.0,0.0,0.0,25.06,0.97
2020-01-04 19:30:00,0.0,0.0,0.0,24.92,0.69
2020-01-04 20:30:00,0.0,0.0,0.0,24.8,0.9
2020-01-04 21:30:00,0.0,0.0,0.0,24.35,0.83
2020-01-04 22:30:00,0.0,0.0,0.0,24.3,0.97
2020-01-04 23:30:00,0.0,0.0,0.0,24.24,1.1
2020-01-05 00:30:00,0.0,0.0,0.0,24.13,1.1
2020-01-05 01:30:00,13.2,0.0,0.48,23.8,1.24
2020-01-05 02:30:00,332.26,241.49,247.44,24.0,0.9
2020-01-05 03:30:00,487.07,351.65,362.31,26.14,0.55
2020-01-05 04:30:00,719.89,569.61,586.41,27.91,0.55
2020-01-05 05:30:00,874.36,704.73,726.0,29.42,0.69
2020-01-05 06:30:00,760.43,580.28,599.37,30.82,0.76
2020-01-05 07:30:00,903.46,730.81,753.2299999999999,30.53,0.62
2020-01-05 08:30:00,586.99,420.44,435.14,31.36,0.76
2020-01-05 09:30:00,557.32,404.2,417.5,30.72,0.83
2020-01-05 10:30:00,407.75,288.21,297.22999999999996,30.36,0.55
2020-01-05 11:30:00,228.12,149.31,153.69,29.99,0.41
2020-01-05 12:30:00,117.26,97.0,97.86,29.17,0.76
2020-01-05 13:30:00,0.0,0.0,0.0,27.89,0.9
2020-01-05 14:30:00,0.0,0.0,0.0,26.94,0.76
2020-01-05 15:30:00,0.0,0.0,0.0,26.32,0.62
2020-01-05 16:30:00,0.0,0.0,0.0,26.37,0.34
2020-01-05 17:30:00,0.0,0.0,0.0,26.3,0.21
2020-01-05 18:30:00,0.0,0.0,0.0,25.27,0.69
2020-01-05 19:30:00,0.0,0.0,0.0,25.8,0.28
2020-01-05 20:30:00,0.0,0.0,0.0,25.3,0.48
2020-01-05 21:30:00,0.0,0.0,0.0,24.17,0.97
2020-01-05 22:30:00,0.0,0.0,0.0,23.85,0.97
2020-01-05 23:30:00,0.0,0.0,0.0,23.76,0.69
2020-01-06 00:30:00,0.0,0.0,0.0,24.25,0.34
2020-01-06 01:30:00,13.89,0.0,0.51,24.15,0.34
2020-01-06 02:30:00,337.05,236.79,242.9,23.78,0.55
2020-01-06 03:30:00,575.37,436.02,448.35999999999996,26.12,0.14
2020-01-06 04:30:00,734.35,568.08,585.2700000000001,27.86,0.21
2020-01-06 05:30:00,912.4,754.86,777.02,29.57,0.48
2020-01-06 06:30:00,997.2,831.47,856.15,31.0,0.69
2020-01-06 07:30:00,1002.51,824.24,849.0600000000001,32.4,0.62
2020-01-06 08:30:00,856.67,695.85,716.71,33.32,0.69
2020-01-06 09:30:00,803.33,646.17,664.8,33.65,0.69
2020-01-06 10:30:00,575.33,448.96,461.19,33.81,0.83
2020-01-06 11:30:00,343.8,250.41,256.49,33.03,1.38
2020-01-06 12:30:00,132.61,109.2,110.18,31.16,1.72
2020-01-06 13:30:00,0.0,0.0,0.0,29.32,1.66
2020-01-06 14:30:00,0.0,0.0,0.0,28.07,1.24
2020-01-06 15:30:00,0.0,0.0,0.0,26.83,0.69
2020-01-06 16:30:00,0.0,0.0,0.0,26.47,0.55
2020-01-06 17:30:00,0.0,0.0,0.0,26.03,0.83
2020-01-06 18:30:00,0.0,0.0,0.0,25.44,0.9
2020-01-06 19:30:00,0.0,0.0,0.0,25.02,0.83
2020-01-06 20:30:00,0.0,0.0,0.0,24.59,0.9
2020-01-06 21:30:00,0.0,0.0,0.0,24.14,0.97
2020-01-06 22:30:00,0.0,0.0,0.0,23.78,1.03
2020-01-06 23:30:00,0.0,0.0,0.0,23.41,1.03
2020-01-07 00:30:00,0.0,0.0,0.0,23.22,1.1
2020-01-07 01:30:00,13.97,0.0,0.51,22.95,1.31
2020-01-07 02:30:00,331.51,227.73,233.81,23.42,1.03
2020-01-07 03:30:00,572.4,448.2,460.42,25.73,1.1
2020-01-07 04:30:00,745.96,590.6,608.03,27.57,0.69
2020-01-07 05:30:00,891.09,727.23,748.94,29.25,0.21
2020-01-07 06:30:00,983.36,809.2,833.6,30.81,0.21
2020-01-07 07:30:00,943.88,746.88,770.39,32.38,0.21
2020-01-07 08:30:00,809.28,601.44,621.3900000000001,33.13,0.76
2020-01-07 09:30:00,523.01,357.04,369.76000000000005,33.3,1.31
2020-01-07 10:30:00,439.36,293.04,302.92,32.44,1.72
2020-01-07 11:30:00,261.88,182.46,187.33,31.64,1.79
2020-01-07 12:30:00,99.51,81.49,82.28999999999999,30.16,1.59
2020-01-07 13:30:00,0.0,0.0,0.0,28.8,1.31
2020-01-07 14:30:00,0.0,0.0,0.0,27.46,0.9
2020-01-07 15:30:00,0.0,0.0,0.0,27.39,0.41
2020-01-07 16:30:00,0.0,0.0,0.0,26.26,0.69
2020-01-07 17:30:00,0.0,0.0,0.0,25.81,1.03
2020-01-07 18:30:00,0.0,0.0,0.0,24.89,0.9
2020-01-07 19:30:00,0.0,0.0,0.0,25.47,0.41
2020-01-07 20:30:00,0.0,0.0,0.0,24.89,0.55
2020-01-07 21:30:00,0.0,0.0,0.0,23.98,0.76
2020-01-07 22:30:00,0.0,0.0,0.0,23.39,1.03
2020-01-07 23:30:00,0.0,0.0,0.0,23.12,1.1
2020-01-08 00:30:00,0.0,0.0,0.0,23.14,1.24
2020-01-08 01:30:00,12.0,0.0,0.44,22.98,1.31
2020-01-08 02:30:00,212.63,130.82,135.09,23.21,1.31
2020-01-08 03:30:00,520.63,402.42,413.64000000000004,25.2,1.24
2020-01-08 04:30:00,743.05,612.46,629.7800000000001,27.16,1.03
2020-01-08 05:30:00,825.94,649.05,669.3199999999999,28.74,0.69
2020-01-08 06:30:00,944.92,740.08,763.6700000000001,30.07,0.69
2020-01-08 07:30:00,959.21,738.88,762.84,31.16,0.9
2020-01-08 08:30:00,788.4,584.28,603.78,31.93,1.38
2020-01-08 09:30:00,591.29,420.45,434.65999999999997,32.05,1.66
2020-01-08 10:30:00,565.97,446.32,458.42,31.5,2.14
2020-01-08 11:30:00,342.51,255.46,261.54,30.7,2.34
2020-01-08 12:30:00,129.3,105.88,106.89,29.29,1.93
2020-01-08 13:30:00,0.0,0.0,0.0,27.78,1.31
2020-01-08 14:30:00,0.0,0.0,0.0,26.79,1.03
2020-01-08 15:30:00,0.0,0.0,0.0,26.0,0.69
2020-01-08 16:30:00,0.0,0.0,0.0,26.28,0.21
2020-01-08 17:30:00,0.0,0.0,0.0,25.84,0.14
2020-01-08 18:30:00,0.0,0.0,0.0,24.9,0.62
2020-01-08 19:30:00,0.0,0.0,0.0,24.74,0.62
2020-01-08 20:30:00,0.0,0.0,0.0,23.96,0.9
2020-01-08 21:30:00,0.0,0.0,0.0,23.66,1.17
2020-01-08 22:30:00,0.0,0.0,0.0,23.57,1.38
2020-01-08 23:30:00,0.0,0.0,0.0,23.03,1.38
2020-01-09 00:30:00,0.0,0.0,0.0,22.77,1.38
2020-01-09 01:30:00,12.8,0.0,0.47,22.37,1.31
2020-01-09 02:30:00,332.51,235.06,241.09,22.55,1.03
2020-01-09 03:30:00,578.36,452.59,464.96999999999997,25.38,0.97
2020-01-09 04:30:00,826.85,677.55,696.8,27.23,0.76
2020-01-09 05:30:00,933.43,742.6,765.4300000000001,29.14,0.48
2020-01-09 06:30:00,932.25,769.15,792.39,30.67,0.41
2020-01-09 07:30:00,909.03,677.87,700.73,31.53,0.9
2020-01-09 08:30:00,936.13,771.93,794.79,32.23,1.38
2020-01-09 09:30:00,784.17,635.33,653.6600000000001,32.55,1.79
2020-01-09 10:30:00,580.26,448.05,460.53000000000003,32.12,2.28
2020-01-09 11:30:00,373.39,283.15,289.71999999999997,30.98,2.62
2020-01-09 12:30:00,139.08,114.08,115.17,29.29,2.21
2020-01-09 13:30:00,0.0,0.0,0.0,27.57,1.31
2020-01-09 14:30:00,0.0,0.0,0.0,26.39,0.62
2020-01-09 15:30:00,0.0,0.0,0.0,26.54,0.14
2020-01-09 16:30:00,0.0,0.0,0.0,26.09,0.28
2020-01-09 17:30:00,0.0,0.0,0.0,25.57,0.34
2020-01-09 18:30:00,0.0,0.0,0.0,24.65,0.69
2020-01-09 19:30:00,0.0,0.0,0.0,24.02,0.9
2020-01-09 20:30:00,0.0,0.0,0.0,23.54,1.24
2020-01-09 21:30:00,0.0,0.0,0.0,23.1,1.31
2020-01-09 22:30:00,0.0,0.0,0.0,22.69,1.31
2020-01-09 23:30:00,0.0,0.0,0.0,22.12,1.38
2020-01-10 00:30:00,0.0,0.0,0.0,21.86,1.38
2020-01-10 01:30:00,14.13,0.0,0.51,21.65,1.38
2020-01-10 02:30:00,363.3,268.96,275.39,21.93,1.03
2020-01-10 03:30:00,587.9,471.03,483.58,25.15,0.76
2020-01-10 04:30:00,777.6,625.83,644.0300000000001,26.98,0.41
2020-01-10 05:30:00,940.11,771.4,794.39,28.7,0.34
2020-01-10 06:30:00,960.58,758.43,782.4699999999999,30.4,0.48
2020-01-10 07:30:00,980.85,821.39,845.85,31.37,0.76
2020-01-10 08:30:00,880.87,708.22,729.85,32.2,1.31
2020-01-10 09:30:00,726.36,563.12,580.28,32.44,1.79
2020-01-10 10:30:00,561.3,425.32,437.51,31.77,2.41
2020-01-10 11:30:00,365.42,267.93,274.49,30.82,2.69
2020-01-10 12:30:00,139.0,113.52,114.64,29.12,2.34
2020-01-10 13:30:00,0.0,0.0,0.0,27.45,1.52
2020-01-10 14:30:00,0.0,0.0,0.0,26.35,0.83
2020-01-10 15:30:00,0.0,0.0,0.0,25.5,0.62
2020-01-10 16:30:00,0.0,0.0,0.0,25.11,0.83
2020-01-10 17:30:00,0.0,0.0,0.0,24.51,1.03
2020-01-10 18:30:00,0.0,0.0,0.0,24.04,1.38
2020-01-10 19:30:00,0.0,0.0,0.0,23.38,1.1
2020-01-10 20:30:00,0.0,0.0,0.0,22.98,1.24
2020-01-10 21:30:00,0.0,0.0,0.0,22.43,1.24
2020-01-10 22:30:00,0.0,0.0,0.0,21.96,1.31
2020-01-10 23:30:00,0.0,0.0,0.0,21.4,1.31
2020-01-11 00:30:00,0.0,0.0,0.0,20.83,1.38
2020-01-11 01:30:00,14.29,0.0,0.52,20.32,1.45
2020-01-11 02:30:00,386.88,287.58,294.39,20.49,1.31
2020-01-11 03:30:00,642.54,509.21,522.92,23.51,1.17
2020-01-11 04:30:00,850.74,704.71,724.5600000000001,26.29,0.9
2020-01-11 05:30:00,984.92,821.52,845.6,28.27,0.28
2020-01-11 06:30:00,1048.1,856.97,883.14,29.96,0.21
2020-01-11 07:30:00,1048.82,857.5,883.7,31.4,0.62
2020-01-11 08:30:00,980.94,806.84,830.88,32.28,0.9
2020-01-11 09:30:00,840.39,682.1,701.8100000000001,32.66,1.17
2020-01-11 10:30:00,645.0,512.73,526.57,32.58,1.24
2020-01-11 11:30:00,397.27,300.1,307.15000000000003,31.9,1.59
2020-01-11 12:30:00,147.01,119.53,120.74,30.24,1.66
2020-01-11 13:30:00,0.0,0.0,0.0,28.3,1.24
2020-01-11 14:30:00,0.0,0.0,0.0,27.01,0.55
2020-01-11 15:30:00,0.0,0.0,0.0,25.7,0.21
2020-01-11 16:30:00,0.0,0.0,0.0,24.3,0.28
2020-01-11 17:30:00,0.0,0.0,0.0,23.64,1.1
2020-01-11 18:30:00,0.0,0.0,0.0,22.78,1.52
2020-01-11 19:30:00,0.0,0.0,0.0,22.26,1.45
2020-01-11 20:30:00,0.0,0.0,0.0,21.61,1.45
2020-01-11 21:30:00,0.0,0.0,0.0,20.98,1.45
2020-01-11 22:30:00,0.0,0.0,0.0,20.47,1.52
2020-01-11 23:30:00,0.0,0.0,0.0,20.0,1.52
2020-01-12 00:30:00,0.0,0.0,0.0,19.57,1.52
2020-01-12 01:30:00,13.77,0.0,0.5,19.26,1.52
2020-01-12 02:30:00,406.35,310.63,317.69,19.45,1.38
2020-01-12 03:30:00,660.22,535.69,549.74,22.83,1.03
2020-01-12 04:30:00,844.56,696.7,716.46,26.46,1.03
2020-01-12 05:30:00,1009.44,858.72,883.4200000000001,28.9,0.83
2020-01-12 06:30:00,1071.05,917.58,944.33,30.93,0.28
2020-01-12 07:30:00,1071.34,918.47,945.24,32.08,0.69
2020-01-12 08:30:00,993.61,844.19,868.5600000000001,32.89,1.38
2020-01-12 09:30:00,849.99,709.69,729.6300000000001,33.0,2.0
2020-01-12 10:30:00,648.46,524.92,538.8499999999999,32.35,2.76
2020-01-12 11:30:00,397.62,305.53,312.59999999999997,30.86,3.17
2020-01-12 12:30:00,145.57,118.52,119.74,28.82,2.69
2020-01-12 13:30:00,0.0,0.0,0.0,26.99,1.72
2020-01-12 14:30:00,0.0,0.0,0.0,25.79,1.1
2020-01-12 15:30:00,0.0,0.0,0.0,24.68,0.69
2020-01-12 16:30:00,0.0,0.0,0.0,24.34,0.76
2020-01-12 17:30:00,0.0,0.0,0.0,24.03,1.24
2020-01-12 18:30:00,0.0,0.0,0.0,23.43,1.38
2020-01-12 19:30:00,0.0,0.0,0.0,22.4,0.97
2020-01-12 20:30:00,0.0,0.0,0.0,21.92,1.17
2020-01-12 21:30:00,0.0,0.0,0.0,21.41,1.17
2020-01-12 22:30:00,0.0,0.0,0.0,21.11,1.31
2020-01-12 23:30:00,0.0,0.0,0.0,21.03,1.45
2020-01-13 00:30:00,0.0,0.0,0.0,20.43,1.52
2020-01-13 01:30:00,13.85,0.0,0.5,19.98,1.52
2020-01-13 02:30:00,388.52,292.37,299.2,20.23,1.1
2020-01-13 03:30:00,637.06,510.68,524.3100000000001,24.2,0.76
2020-01-13 04:30:00,819.72,673.01,692.25,26.73,0.55
2020-01-13 05:30:00,989.75,843.66,867.9399999999999,28.75,0.28
2020-01-13 06:30:00,1054.61,899.41,925.8199999999999,30.44,0.41
2020-01-13 07:30:00,1045.1,885.53,911.73,31.82,0.97
2020-01-13 08:30:00,943.52,776.17,799.43,32.57,1.38
2020-01-13 09:30:00,809.27,655.41,674.53,32.79,1.79
2020-01-13 10:30:00,644.7,521.07,534.99,32.4,2.34
2020-01-13 11:30:00,365.87,263.29,270.03000000000003,31.19,2.69
2020-01-13 12:30:00,115.33,86.93,88.08000000000001,29.25,2.55
2020-01-13 13:30:00,0.0,0.0,0.0,27.32,1.79
2020-01-13 14:30:00,0.0,0.0,0.0,26.2,0.97
2020-01-13 15:30:00,0.0,0.0,0.0,25.83,0.21
2020-01-13 16:30:00,0.0,0.0,0.0,24.99,0.76
2020-01-13 17:30:00,0.0,0.0,0.0,24.34,1.1
2020-01-13 18:30:00,0.0,0.0,0.0,23.86,1.1
2020-01-13 19:30:00,0.0,0.0,0.0,23.35,0.9
2020-01-13 20:30:00,0.0,0.0,0.0,23.05,1.03
2020-01-13 21:30:00,0.0,0.0,0.0,22.67,1.17
2020-01-13 22:30:00,0.0,0.0,0.0,22.44,1.24
2020-01-13 23:30:00,0.0,0.0,0.0,22.15,1.31
2020-01-14 00:30:00,0.0,0.0,0.0,21.59,1.24
2020-01-14 01:30:00,13.24,0.0,0.48,21.16,1.31
2020-01-14 02:30:00,347.54,254.08,260.33000000000004,21.23,0.9
2020-01-14 03:30:00,605.88,473.43,486.51,25.0,0.76
2020-01-14 04:30:00,803.31,646.64,665.59,27.01,0.48
2020-01-14 05:30:00,960.55,798.74,822.4,28.76,0.48
2020-01-14 06:30:00,1006.34,837.07,862.37,30.31,0.83
2020-01-14 07:30:00,1013.66,839.74,865.25,31.54,1.03
2020-01-14 08:30:00,950.63,789.34,812.83,32.38,1.38
2020-01-14 09:30:00,806.31,656.2,675.3100000000001,32.7,1.79
2020-01-14 10:30:00,631.8,505.04,518.77,32.37,2.21
2020-01-14 11:30:00,384.64,288.89,295.89,31.2,2.62
2020-01-14 12:30:00,135.67,108.32,109.55,29.36,2.41
2020-01-14 13:30:00,0.0,0.0,0.0,27.45,1.52
2020-01-14 14:30:00,0.0,0.0,0.0,26.32,0.76
2020-01-14 15:30:00,0.0,0.0,0.0,25.85,0.21
2020-01-14 16:30:00,0.0,0.0,0.0,24.88,0.34
2020-01-14 17:30:00,0.0,0.0,0.0,24.85,0.34
2020-01-14 18:30:00,0.0,0.0,0.0,24.02,0.69
2020-01-14 19:30:00,0.0,0.0,0.0,23.6,0.62
2020-01-14 20:30:00,0.0,0.0,0.0,23.05,0.83
2020-01-14 21:30:00,0.0,0.0,0.0,22.67,1.03
2020-01-14 22:30:00,0.0,0.0,0.0,22.73,1.1
2020-01-14 23:30:00,0.0,0.0,0.0,22.54,1.24
2020-01-15 00:30:00,0.0,0.0,0.0,22.35,1.17
2020-01-15 01:30:00,12.0,0.0,0.44,22.22,1.17
2020-01-15 02:30:00,253.39,157.21,162.24,22.7,0.97
2020-01-15 03:30:00,477.67,325.48,336.26,24.76,1.03
2020-01-15 04:30:00,681.89,520.24,536.5600000000001,26.44,0.76
2020-01-15 05:30:00,900.85,695.5,717.89,27.78,0.48
2020-01-15 06:30:00,840.15,647.93,669.31,29.9,0.62
2020-01-15 07:30:00,778.42,538.81,558.91,30.51,1.24
2020-01-15 08:30:00,842.99,613.92,635.0899999999999,31.1,1.66
2020-01-15 09:30:00,783.35,621.18,639.87,31.52,1.93
2020-01-15 10:30:00,641.41,518.37,532.34,31.37,2.14
2020-01-15 11:30:00,392.84,300.06,307.21,30.57,2.34
2020-01-15 12:30:00,141.3,113.18,114.47000000000001,29.02,2.21
2020-01-15 13:30:00,0.0,0.0,0.0,27.18,1.59
2020-01-15 14:30:00,0.0,0.0,0.0,26.05,1.03
2020-01-15 15:30:00,0.0,0.0,0.0,25.66,0.28
2020-01-15 16:30:00,0.0,0.0,0.0,24.69,0.62
2020-01-15 17:30:00,0.0,0.0,0.0,24.06,0.9
2020-01-15 18:30:00,0.0,0.0,0.0,23.61,0.9
2020-01-15 19:30:00,0.0,0.0,0.0,23.32,0.9
2020-01-15 20:30:00,0.0,0.0,0.0,23.01,0.97
2020-01-15 21:30:00,0.0,0.0,0.0,22.89,0.9
2020-01-15 22:30:00,0.0,0.0,0.0,22.69,0.76
2020-01-15 23:30:00,0.0,0.0,0.0,22.3,0.83
2020-01-16 00:30:00,0.0,0.0,0.0,22.3,0.9
2020-01-16 01:30:00,11.11,0.0,0.4,22.1,0.97
2020-01-16 02:30:00,270.14,181.15,186.33,22.15,0.76
2020-01-16 03:30:00,501.96,378.93,390.01,23.95,0.62
2020-01-16 04:30:00,740.09,596.45,614.0400000000001,25.79,0.48
2020-01-16 05:30:00,865.17,696.93,718.4399999999999,27.73,0.21
2020-01-16 06:30:00,886.74,655.17,677.8199999999999,29.46,0.14
2020-01-16 07:30:00,752.34,483.77,503.43,30.32,0.34
2020-01-16 08:30:00,625.69,416.43,432.58,31.29,1.03
2020-01-16 09:30:00,614.41,444.3,459.32,31.49,1.79
2020-01-16 10:30:00,566.26,418.46,431.09999999999997,31.12,2.55
2020-01-16 11:30:00,303.99,207.11,213.04000000000002,30.06,2.83
2020-01-16 12:30:00,134.73,106.6,107.89,28.54,2.41
2020-01-16 13:30:00,0.0,0.0,0.0,27.03,1.52
2020-01-16 14:30:00,0.0,0.0,0.0,26.23,0.76
2020-01-16 15:30:00,0.0,0.0,0.0,25.65,0.21
2020-01-16 16:30:00,0.0,0.0,0.0,24.93,0.55
2020-01-16 17:30:00,0.0,0.0,0.0,24.46,0.69
2020-01-16 18:30:00,0.0,0.0,0.0,23.89,0.55
2020-01-16 19:30:00,0.0,0.0,0.0,24.1,0.55
2020-01-16 20:30:00,0.0,0.0,0.0,23.96,0.48
2020-01-16 21:30:00,0.0,0.0,0.0,23.44,0.62
2020-01-16 22:30:00,0.0,0.0,0.0,22.87,0.76
2020-01-16 23:30:00,0.0,0.0,0.0,22.62,1.1
2020-01-17 00:30:00,0.0,0.0,0.0,22.44,1.17
2020-01-17 01:30:00,12.96,0.0,0.47,22.02,1.1
2020-01-17 02:30:00,367.0,274.57,281.14,21.96,0.83
2020-01-17 03:30:00,610.65,491.5,504.73,24.98,0.48
2020-01-17 04:30:00,812.05,663.48,682.76,26.96,0.28
2020-01-17 05:30:00,942.09,777.47,800.87,28.91,0.28
2020-01-17 06:30:00,998.78,824.4,849.7099999999999,30.7,0.48
2020-01-17 07:30:00,1009.87,834.07,859.69,32.1,0.83
2020-01-17 08:30:00,888.11,714.72,736.9300000000001,33.08,1.24
2020-01-17 09:30:00,668.92,473.66,490.05,33.48,1.59
2020-01-17 10:30:00,568.05,408.57,421.37,33.07,2.21
2020-01-17 11:30:00,284.12,184.32,190.03,31.97,2.76
2020-01-17 12:30:00,138.41,109.89,111.23,29.87,2.48
2020-01-17 13:30:00,0.0,0.0,0.0,28.0,1.72
2020-01-17 14:30:00,0.0,0.0,0.0,26.78,1.17
2020-01-17 15:30:00,0.0,0.0,0.0,25.9,0.76
2020-01-17 16:30:00,0.0,0.0,0.0,25.74,0.28
2020-01-17 17:30:00,0.0,0.0,0.0,25.14,0.34
2020-01-17 18:30:00,0.0,0.0,0.0,24.34,0.62
2020-01-17 19:30:00,0.0,0.0,0.0,24.2,0.62
2020-01-17 20:30:00,0.0,0.0,0.0,23.84,0.69
2020-01-17 21:30:00,0.0,0.0,0.0,23.31,0.76
2020-01-17 22:30:00,0.0,0.0,0.0,22.72,1.1
2020-01-17 23:30:00,0.0,0.0,0.0,22.85,1.31
2020-01-18 00:30:00,0.0,0.0,0.0,22.41,1.38
2020-01-18 01:30:00,12.28,0.0,0.45,22.05,1.38
2020-01-18 02:30:00,297.35,214.09,219.61,22.37,1.03
2020-01-18 03:30:00,476.33,341.55,352.27000000000004,25.53,0.69
2020-01-18 04:30:00,663.11,506.48,522.49,27.61,0.48
2020-01-18 05:30:00,886.82,707.69,729.85,29.48,0.28
