time,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,poa_diffuse,poa_global
2020-01-02 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.17,0,0.0,0.0
2020-01-02 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.83,0,0.0,0.0
2020-01-02 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.34,0,0.0,0.0
2020-01-02 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.34,0,0.0,0.0
2020-01-02 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.55,0,0.0,0.0
2020-01-02 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-02 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.48,0,0.0,0.0
2020-01-02 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.97,0,0.0,0.0
2020-01-02 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-02 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-02 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-03 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-03 01:30:00+00:00,0.0,14.31,0.54,3.39,14.850000000000001,1.45,0,14.850000000000001,14.850000000000001
2020-01-03 02:30:00+00:00,0.0,56.36,2.13,16.71,58.49,1.17,0,58.49,58.49
2020-01-03 03:30:00+00:00,12.09,53.67,13.09,29.46,78.85000000000001,0.83,0,66.76,78.85000000000001
2020-01-03 04:30:00+00:00,87.48,59.6,18.18,41.14,165.26,0.55,0,77.78,165.26
2020-01-03 05:30:00+00:00,143.3,73.13,22.02,50.77,238.45,0.41,0,95.14999999999999,238.45
2020-01-03 06:30:00+00:00,157.41,95.93,22.95,56.51,276.29,0.76,0,118.88000000000001,276.29
2020-01-03 07:30:00+00:00,121.07,129.57,20.02,56.3,270.65999999999997,0.97,0,149.59,270.65999999999997
2020-01-03 08:30:00+00:00,81.7,98.71,15.28,50.23,195.69,1.52,0,113.99,195.69
2020-01-03 09:30:00+00:00,44.72,101.29,13.56,40.42,159.57,2.14,0,114.85000000000001,159.57
2020-01-03 10:30:00+00:00,0.0,91.54,3.46,28.64,95.0,2.41,0,95.0,95.0
2020-01-03 11:30:00+00:00,0.0,45.31,1.71,15.85,47.02,2.28,0,47.02,47.02
2020-01-03 12:30:00+00:00,0.0,10.55,0.4,2.5,10.950000000000001,1.86,0,10.950000000000001,10.950000000000001
2020-01-03 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-03 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.03,0,0.0,0.0
2020-01-03 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-03 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.62,0,0.0,0.0
2020-01-03 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.41,0,0.0,0.0
2020-01-03 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.97,0,0.0,0.0
2020-01-03 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.62,0,0.0,0.0
2020-01-03 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.41,0,0.0,0.0
2020-01-03 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.55,0,0.0,0.0
2020-01-03 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.62,0,0.0,0.0
2020-01-03 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-04 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.03,0,0.0,0.0
2020-01-04 01:30:00+00:00,0.0,14.24,0.54,3.32,14.780000000000001,1.17,0,14.780000000000001,14.780000000000001
2020-01-04 02:30:00+00:00,0.0,63.15,2.38,16.65,65.53,0.83,0,65.53,65.53
2020-01-04 03:30:00+00:00,11.85,60.11,12.64,29.41,84.6,0.41,0,72.75,84.6
2020-01-04 04:30:00+00:00,87.1,67.62,18.35,41.12,173.07,0.14,0,85.97,173.07
2020-01-04 05:30:00+00:00,121.36,89.57,19.54,50.79,230.46999999999997,0.28,0,109.10999999999999,230.46999999999997
2020-01-04 06:30:00+00:00,137.23,105.42,20.63,56.59,263.28,0.55,0,126.05,263.28
2020-01-04 07:30:00+00:00,128.35,107.23,19.86,56.42,255.44,1.03,0,127.09,255.44
2020-01-04 08:30:00+00:00,107.79,96.54,18.94,50.37,223.27,1.45,0,115.48,223.27
2020-01-04 09:30:00+00:00,51.28,87.8,14.23,40.56,153.31,1.86,0,102.03,153.31
2020-01-04 10:30:00+00:00,0.0,81.61,3.08,28.78,84.69,2.14,0,84.69,84.69
2020-01-04 11:30:00+00:00,0.0,51.43,1.94,15.98,53.37,2.21,0,53.37,53.37
2020-01-04 12:30:00+00:00,0.0,9.85,0.37,2.62,10.219999999999999,1.86,0,10.219999999999999,10.219999999999999
2020-01-04 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.0
2020-01-04 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.97,0,0.0,0.0
2020-01-04 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-04 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.48,0,0.0,0.0
2020-01-04 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-04 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.97,0,0.0,0.0
2020-01-04 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-04 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-04 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.83,0,0.0,0.0
2020-01-04 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.97,0,0.0,0.0
2020-01-04 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0
2020-01-05 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0
2020-01-05 01:30:00+00:00,0.0,12.72,0.48,3.24,13.200000000000001,1.24,0,13.200000000000001,13.200000000000001
2020-01-05 02:30:00+00:00,0.0,53.41,2.02,16.59,55.43,0.9,0,55.43,55.43
2020-01-05 03:30:00+00:00,9.74,69.73,10.66,29.37,90.13,0.55,0,80.39,90.13
2020-01-05 04:30:00+00:00,79.09,71.04,16.8,41.11,166.93,0.55,0,87.84,166.93
2020-01-05 05:30:00+00:00,138.02,79.63,21.27,50.82,238.92000000000002,0.69,0,100.89999999999999,238.92000000000002
2020-01-05 06:30:00+00:00,127.08,102.67,19.09,56.67,248.84,0.76,0,121.76,248.84
2020-01-05 07:30:00+00:00,157.46,83.83,22.42,56.55,263.71000000000004,0.62,0,106.25,263.71000000000004
2020-01-05 08:30:00+00:00,77.7,105.28,14.7,50.52,197.68,0.76,0,119.98,197.68
2020-01-05 09:30:00+00:00,48.03,88.83,13.3,40.71,150.16,0.83,0,102.13,150.16
2020-01-05 10:30:00+00:00,0.0,79.56,3.0,28.92,82.56,0.55,0,82.56,82.56
2020-01-05 11:30:00+00:00,0.0,52.52,1.98,16.11,54.5,0.41,0,54.5,54.5
2020-01-05 12:30:00+00:00,0.0,11.33,0.43,2.74,11.76,0.76,0,11.76,11.76
2020-01-05 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-05 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.76,0,0.0,0.0
2020-01-05 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.62,0,0.0,0.0
2020-01-05 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.34,0,0.0,0.0
2020-01-05 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.21,0,0.0,0.0
2020-01-05 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-05 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.28,0,0.0,0.0
2020-01-05 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.48,0,0.0,0.0
2020-01-05 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.97,0,0.0,0.0
2020-01-05 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.97,0,0.0,0.0
2020-01-05 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-06 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.34,0,0.0,0.0
2020-01-06 01:30:00+00:00,0.0,13.38,0.51,3.17,13.89,0.34,0,13.89,13.89
2020-01-06 02:30:00+00:00,0.0,59.58,2.25,16.54,61.83,0.55,0,61.83,61.83
2020-01-06 03:30:00+00:00,12.78,60.91,12.34,29.34,86.03,0.14,0,73.25,86.03
2020-01-06 04:30:00+00:00,79.92,79.59,17.19,41.11,176.7,0.21,0,96.78,176.7
2020-01-06 05:30:00+00:00,149.31,69.14,22.16,50.86,240.61,0.48,0,91.3,240.61
2020-01-06 06:30:00+00:00,183.81,72.14,24.68,56.76,280.63,0.69,0,96.82,280.63
2020-01-06 07:30:00+00:00,179.45,78.67,24.82,56.69,282.94,0.62,0,103.49000000000001,282.94
2020-01-06 08:30:00+00:00,130.36,74.98,20.86,50.67,226.20000000000002,0.69,0,95.84,226.20000000000002
2020-01-06 09:30:00+00:00,78.73,65.12,18.63,40.85,162.48000000000002,0.69,0,83.75,162.48000000000002
2020-01-06 10:30:00+00:00,0.0,74.59,2.82,29.06,77.41,0.83,0,77.41,77.41
2020-01-06 11:30:00+00:00,0.0,53.95,2.04,16.24,55.99,1.38,0,55.99,55.99
2020-01-06 12:30:00+00:00,0.0,12.57,0.47,2.86,13.040000000000001,1.72,0,13.040000000000001,13.040000000000001
2020-01-06 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.66,0,0.0,0.0
2020-01-06 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-06 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-06 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.55,0,0.0,0.0
2020-01-06 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.83,0,0.0,0.0
2020-01-06 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-06 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.83,0,0.0,0.0
2020-01-06 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-06 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.97,0,0.0,0.0
2020-01-06 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.03,0,0.0,0.0
2020-01-06 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.03,0,0.0,0.0
2020-01-07 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0
2020-01-07 01:30:00+00:00,0.0,13.46,0.51,3.1,13.97,1.31,0,13.97,13.97
2020-01-07 02:30:00+00:00,0.0,62.49,2.36,16.48,64.85000000000001,1.03,0,64.85000000000001,64.85000000000001
2020-01-07 03:30:00+00:00,13.94,52.5,12.22,29.31,78.66,1.1,0,64.72,78.66
2020-01-07 04:30:00+00:00,84.27,71.71,17.43,41.1,173.40999999999997,0.69,0,89.13999999999999,173.40999999999997
2020-01-07 05:30:00+00:00,145.37,74.87,21.71,50.9,241.95000000000002,0.21,0,96.58000000000001,241.95000000000002
2020-01-07 06:30:00+00:00,180.68,78.46,24.4,56.86,283.53999999999996,0.21,0,102.85999999999999,283.53999999999996
2020-01-07 07:30:00+00:00,164.38,95.96,23.51,56.83,283.85,0.21,0,119.47,283.85
2020-01-07 08:30:00+00:00,114.28,110.88,19.95,50.83,245.10999999999999,0.76,0,130.82999999999998,245.10999999999999
2020-01-07 09:30:00+00:00,44.63,103.37,12.72,41.01,160.72,1.31,0,116.09,160.72
2020-01-07 10:30:00+00:00,0.9,82.77,9.88,29.2,93.55,1.72,0,92.64999999999999,93.55
2020-01-07 11:30:00+00:00,0.0,50.46,1.91,16.37,52.37,1.79,0,52.37,52.37
2020-01-07 12:30:00+00:00,0.0,10.71,0.4,2.98,11.110000000000001,1.59,0,11.110000000000001,11.110000000000001
2020-01-07 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-07 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-07 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.41,0,0.0,0.0
2020-01-07 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-07 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.03,0,0.0,0.0
2020-01-07 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-07 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.41,0,0.0,0.0
2020-01-07 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.55,0,0.0,0.0
2020-01-07 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.76,0,0.0,0.0
2020-01-07 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.03,0,0.0,0.0
2020-01-07 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0
2020-01-08 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-08 01:30:00+00:00,0.0,11.56,0.44,3.04,12.0,1.31,0,12.0,12.0
2020-01-08 02:30:00+00:00,0.0,56.59,2.14,16.43,58.730000000000004,1.31,0,58.730000000000004,58.730000000000004
2020-01-08 03:30:00+00:00,13.32,54.69,11.22,29.28,79.22999999999999,1.24,0,65.91,79.22999999999999
2020-01-08 04:30:00+00:00,88.72,57.39,17.32,41.11,163.43,1.03,0,74.71000000000001,163.43
2020-01-08 05:30:00+00:00,131.2,89.33,20.27,50.95,240.79999999999998,0.69,0,109.6,240.79999999999998
2020-01-08 06:30:00+00:00,166.98,101.47,23.59,56.96,292.03999999999996,0.69,0,125.06,292.03999999999996
2020-01-08 07:30:00+00:00,164.48,109.72,23.96,56.98,298.15999999999997,0.9,0,133.68,298.15999999999997
2020-01-08 08:30:00+00:00,112.66,111.08,19.5,50.99,243.23999999999998,1.38,0,130.57999999999998,243.23999999999998
2020-01-08 09:30:00+00:00,53.94,98.57,14.21,41.16,166.72,1.66,0,112.78,166.72
2020-01-08 10:30:00+00:00,3.21,49.2,12.1,29.34,64.51,2.14,0,61.300000000000004,64.51
2020-01-08 11:30:00+00:00,0.0,50.11,1.89,16.5,52.0,2.34,0,52.0,52.0
2020-01-08 12:30:00+00:00,0.0,12.76,0.48,3.1,13.24,1.93,0,13.24,13.24
2020-01-08 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-08 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.03,0,0.0,0.0
2020-01-08 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-08 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.21,0,0.0,0.0
2020-01-08 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.14,0,0.0,0.0
2020-01-08 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.62,0,0.0,0.0
2020-01-08 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.62,0,0.0,0.0
2020-01-08 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-08 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.17,0,0.0,0.0
2020-01-08 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.0
2020-01-08 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.0
2020-01-09 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.0
2020-01-09 01:30:00+00:00,0.0,12.33,0.47,2.97,12.8,1.31,0,12.8,12.8
2020-01-09 02:30:00+00:00,0.0,57.87,2.18,16.39,60.05,1.03,0,60.05,60.05
2020-01-09 03:30:00+00:00,15.97,52.83,12.38,29.26,81.17999999999999,0.97,0,65.21,81.17999999999999
2020-01-09 04:30:00+00:00,99.73,60.59,19.25,41.12,179.57,0.76,0,79.84,179.57
2020-01-09 05:30:00+00:00,151.89,87.52,22.83,51.0,262.24,0.48,0,110.35,262.24
2020-01-09 06:30:00+00:00,175.45,76.48,23.24,57.08,275.16999999999996,0.41,0,99.72,275.16999999999996
2020-01-09 07:30:00+00:00,152.7,123.13,22.86,57.14,298.69,0.9,0,145.99,298.69
2020-01-09 08:30:00+00:00,151.11,70.75,22.86,51.16,244.72000000000003,1.38,0,93.61,244.72000000000003
2020-01-09 09:30:00+00:00,83.68,63.31,18.33,41.32,165.32,1.79,0,81.64,165.32
2020-01-09 10:30:00+00:00,5.13,54.99,12.48,29.49,72.6,2.28,0,67.47,72.6
2020-01-09 11:30:00+00:00,0.0,50.35,1.9,16.63,52.25,2.62,0,52.25,52.25
2020-01-09 12:30:00+00:00,0.0,13.27,0.5,3.23,13.77,2.21,0,13.77,13.77
2020-01-09 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-09 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.62,0,0.0,0.0
2020-01-09 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.14,0,0.0,0.0
2020-01-09 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.28,0,0.0,0.0
2020-01-09 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.34,0,0.0,0.0
2020-01-09 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.69,0,0.0,0.0
2020-01-09 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.9,0,0.0,0.0
2020-01-09 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-09 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-09 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-09 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.0
2020-01-10 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.0
2020-01-10 01:30:00+00:00,0.0,13.61,0.51,2.91,14.12,1.38,0,14.12,14.12
2020-01-10 02:30:00+00:00,0.0,53.41,2.02,16.35,55.43,1.03,0,55.43,55.43
2020-01-10 03:30:00+00:00,17.75,46.96,12.55,29.24,77.26,0.76,0,59.510000000000005,77.26
2020-01-10 04:30:00+00:00,93.69,66.8,18.2,41.13,178.69,0.41,0,85.0,178.69
2020-01-10 05:30:00+00:00,159.74,73.87,22.99,51.06,256.6,0.34,0,96.86,256.6
2020-01-10 06:30:00+00:00,174.99,98.63,24.04,57.19,297.65999999999997,0.48,0,122.66999999999999,297.65999999999997
2020-01-10 07:30:00+00:00,187.31,70.39,24.46,57.3,282.15999999999997,0.76,0,94.85,282.15999999999997
2020-01-10 08:30:00+00:00,140.82,81.14,21.63,51.33,243.58999999999997,1.31,0,102.77,243.58999999999997
2020-01-10 09:30:00+00:00,76.18,78.2,17.16,41.48,171.54000000000002,1.79,0,95.36,171.54000000000002
2020-01-10 10:30:00+00:00,6.74,59.89,12.19,29.63,78.82,2.41,0,72.08,78.82
2020-01-10 11:30:00+00:00,0.0,55.89,2.11,16.76,58.0,2.69,0,58.0,58.0
2020-01-10 12:30:00+00:00,0.0,13.58,0.51,3.35,14.09,2.34,0,14.09,14.09
2020-01-10 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.52,0,0.0,0.0
2020-01-10 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.83,0,0.0,0.0
2020-01-10 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.62,0,0.0,0.0
2020-01-10 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.83,0,0.0,0.0
2020-01-10 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.03,0,0.0,0.0
2020-01-10 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.0
2020-01-10 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0
2020-01-10 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-10 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-10 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-10 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,0,0.0,0.0
2020-01-11 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.0
2020-01-11 01:30:00+00:00,0.0,13.77,0.52,2.86,14.29,1.45,0,14.29,14.29
2020-01-11 02:30:00+00:00,0.0,55.0,2.08,16.31,57.08,1.31,0,57.08,57.08
2020-01-11 03:30:00+00:00,20.5,49.96,13.71,29.22,84.17,1.17,0,63.67,84.17
2020-01-11 04:30:00+00:00,107.38,56.92,19.85,41.15,184.15,0.9,0,76.77000000000001,184.15
2020-01-11 05:30:00+00:00,172.33,67.11,24.08,51.13,263.52,0.28,0,91.19,263.52
2020-01-11 06:30:00+00:00,200.1,83.61,26.17,57.32,309.88,0.21,0,109.78,309.88
2020-01-11 07:30:00+00:00,198.05,83.48,26.2,57.47,307.73,0.62,0,109.68,307.73
2020-01-11 08:30:00+00:00,163.01,72.99,24.04,51.51,260.03999999999996,0.9,0,97.03,260.03999999999996
2020-01-11 09:30:00+00:00,94.8,63.82,19.71,41.65,178.32999999999998,1.17,0,83.53,178.32999999999998
2020-01-11 10:30:00+00:00,10.45,48.4,13.84,29.78,72.69,1.24,0,62.239999999999995,72.69
2020-01-11 11:30:00+00:00,0.0,53.68,2.03,16.9,55.71,1.59,0,55.71,55.71
2020-01-11 12:30:00+00:00,0.0,14.39,0.54,3.47,14.93,1.66,0,14.93,14.93
2020-01-11 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,0,0.0,0.0
2020-01-11 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.55,0,0.0,0.0
2020-01-11 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.21,0,0.0,0.0
2020-01-11 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.28,0,0.0,0.0
2020-01-11 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0
2020-01-11 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.52,0,0.0,0.0
2020-01-11 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.45,0,0.0,0.0
2020-01-11 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.45,0,0.0,0.0
2020-01-11 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,1.45,0,0.0,0.0
